time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.85,18.31,25.76,0.00,1.72,9.66,8.07,67.8,8.54,11.15
Food Cooking & Clean-up,8.02,18.40,21.08,0.00,2.76,7.74,5.20,80.6,7.30,8.75
"Pets, Home & Vehicles",5.19,20.06,14.87,0.00,1.35,4.55,3.81,45.0,4.23,6.14
Household Management,2.80,24.72,9.90,0.00,0.99,2.23,1.66,43.7,2.12,3.48
Shopping,4.03,18.13,10.44,0.00,1.90,0.12,1.97,49.6,3.44,4.62
Obtaining Services,0.29,21.87,0.90,0.00,0.10,0.12,0.13,5.9,0.15,0.43
Travel for Household Activity,2.72,24.75,9.61,0.00,1.32,0.01,1.35,53.1,2.34,3.09
Household Production,32.90,19.70,92.55,0.00,10.12,24.44,22.19,96.3,31.07,34.72
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.55,17.91,1.40,0.00,0.44,0.44,0.06,8.9,0.27,0.82
Non-Household Members,4.71,18.09,12.17,0.00,4.12,2.31,0.42,29.3,3.66,5.77
Travel for Household Members,0.18,24.75,0.62,0.00,0.12,0.00,0.05,2.7,0.06,0.29
Travel for Non-Household Members,0.95,24.75,3.36,0.00,0.50,0.00,0.36,19.6,0.69,1.21
Caring and Helping,6.38,19.25,17.55,0.00,5.19,2.75,0.90,35.3,5.19,7.57
Eating & Drinking,8.34,18.25,21.74,0.00,6.00,5.89,1.82,97.7,7.75,8.93
Personal Health Care,1.39,17.95,3.57,0.00,0.19,0.52,0.92,17.2,0.82,1.97
Grooming,5.67,18.17,14.71,0.00,,,,83.3,5.23,6.10
Sleeping,59.99,18.58,159.23,,,,,99.8,58.63,61.35
"Private, Personal, or N/A",2.60,20.56,7.65,0.00,0.64,0.96,1.04,31.3,2.07,3.14
Personal Time,77.99,18.57,206.90,0.00,6.83,7.37,3.78,100.0,76.40,79.58
Socializing,7.01,20.35,20.37,0.00,4.77,3.93,1.07,57.4,6.04,7.98
Passive Leisure,31.19,17.40,77.52,0.00,15.97,29.81,14.98,96.3,29.57,32.81
Active Leisure,2.13,17.40,5.29,0.00,0.88,0.72,0.83,22.2,1.61,2.65
Attendance Leisure,0.79,17.40,1.96,0.00,0.53,0.10,0.19,5.3,0.44,1.14
Religious Activities,1.52,23.41,5.08,0.00,0.79,0.40,0.44,13.9,1.11,1.93
Volunteering,1.93,23.41,6.45,0.00,0.54,0.70,0.53,10.6,1.17,2.69
Travel Related to Leisure,3.15,24.75,11.15,0.00,1.96,0.02,1.04,53.4,2.71,3.59
Leisure,47.71,18.75,127.82,0.00,25.46,35.69,19.08,99.3,45.44,49.99
Working at Job,2.58,19.78,7.30,0.00,0.33,0.62,0.16,6.8,1.35,3.81
Educational Activities,0.09,23.41,0.29,0.00,0.02,0.03,0.02,0.3,,0.23
Commuting to Work or School,0.35,24.75,1.22,0.00,0.08,0.00,0.26,5.7,0.11,0.58
Work and Education,3.02,20.45,8.81,0.00,0.43,0.65,0.43,8.1,1.64,4.39
Total,168.00,18.90,453.63,0.00,48.02,70.89,46.39,,,
