time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.57,18.31,25.02,0.01,1.58,9.37,7.92,68.0,8.89,10.24
Food Cooking & Clean-up,7.66,18.40,20.13,0.03,2.55,7.41,5.07,79.6,7.14,8.19
"Pets, Home & Vehicles",4.64,20.06,13.29,0.00,1.26,3.98,3.31,42.4,4.14,5.14
Household Management,2.61,24.72,9.21,0.00,0.80,2.22,1.75,39.8,2.18,3.03
Shopping,3.93,18.13,10.18,0.00,1.60,0.16,2.08,48.7,3.58,4.28
Obtaining Services,0.23,21.87,0.71,0.00,0.10,0.12,0.09,6.0,0.16,0.30
Travel for Household Activity,2.63,24.75,9.29,0.00,1.22,0.02,1.35,52.8,2.38,2.88
Household Production,31.26,19.67,87.84,0.05,9.10,23.29,21.56,96.3,30.27,32.25
Household Children,0.05,18.05,0.13,,0.05,0.04,0.00,0.3,,0.14
Household Adults,0.24,17.91,0.61,0.00,0.17,0.12,0.06,6.6,0.16,0.32
Non-Household Members,2.88,18.09,7.44,0.00,2.51,1.31,0.20,20.6,2.26,3.49
Travel for Household Members,0.14,24.75,0.49,0.00,0.10,0.00,0.04,3.0,0.09,0.19
Travel for Non-Household Members,0.69,24.75,2.45,0.00,0.35,0.01,0.28,14.6,0.55,0.83
Caring and Helping,4.00,19.46,11.12,0.00,3.17,1.48,0.59,25.7,3.30,4.70
Eating & Drinking,8.78,18.25,22.89,0.01,6.27,6.25,1.99,98.4,8.45,9.11
Personal Health Care,2.03,17.95,5.19,0.00,0.56,0.92,1.11,20.6,1.59,2.46
Grooming,5.40,18.17,14.01,0.00,,,,80.5,5.16,5.63
Sleeping,60.79,18.58,161.34,,,,,99.9,60.11,61.46
"Private, Personal, or N/A",2.71,20.56,7.97,0.00,0.68,0.89,1.03,33.2,2.38,3.04
Personal Time,79.70,18.57,211.40,0.02,7.51,8.06,4.14,100.0,78.84,80.56
Socializing,6.87,20.35,19.97,0.00,4.88,3.79,0.97,56.5,6.20,7.54
Passive Leisure,34.30,17.40,85.25,0.04,17.14,33.00,16.91,96.6,33.09,35.50
Active Leisure,2.02,17.40,5.03,0.00,0.60,0.58,0.97,22.2,1.68,2.37
Attendance Leisure,0.82,17.40,2.05,0.00,0.54,0.06,0.19,4.7,0.58,1.07
Religious Activities,1.79,23.41,5.99,0.00,0.84,0.61,0.62,15.8,1.52,2.06
Volunteering,2.23,23.41,7.46,0.00,0.57,0.91,0.95,12.6,1.77,2.69
Travel Related to Leisure,3.17,24.75,11.22,0.00,2.05,0.02,1.02,53.2,2.88,3.46
Leisure,51.21,18.72,136.97,0.05,26.63,38.97,21.64,99.2,49.95,52.48
Working at Job,1.64,25.02,5.86,0.00,0.16,0.50,0.28,5.0,1.01,2.27
Educational Activities,0.05,23.41,0.16,0.00,0.01,0.03,0.02,0.2,,0.11
Commuting to Work or School,0.14,24.75,0.50,0.00,0.04,0.00,0.10,3.5,0.09,0.20
Work and Education,1.83,24.96,6.52,0.00,0.20,0.53,0.40,6.0,1.15,2.50
Total,168.00,18.91,453.85,0.11,46.62,72.32,48.32,,,
