time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.92,18.31,5.01,0.27,0.61,1.84,1.27,20.9,1.82,2.01
Food Cooking & Clean-up,2.55,18.40,6.69,0.46,1.10,2.47,1.37,45.8,2.40,2.69
"Pets, Home & Vehicles",5.15,20.06,14.75,0.50,1.29,4.68,3.68,36.0,4.86,5.44
Household Management,0.98,24.72,3.45,0.09,0.35,0.75,0.56,19.8,0.90,1.05
Shopping,1.99,18.13,5.15,0.22,0.98,0.10,0.87,36.0,1.90,2.08
Obtaining Services,0.15,21.87,0.46,0.01,0.03,0.06,0.08,2.6,0.12,0.18
Travel for Household Activity,2.02,24.75,7.14,0.18,0.81,0.02,1.11,39.6,1.92,2.12
Household Production,14.74,20.25,42.64,1.72,5.18,9.93,8.93,79.4,14.35,15.12
Household Children,1.60,18.05,4.13,,1.48,1.11,0.08,17.3,1.52,1.69
Household Adults,0.21,17.91,0.55,0.02,0.17,0.09,0.03,5.3,0.16,0.27
Non-Household Members,0.79,18.09,2.05,0.03,0.51,0.19,0.10,8.5,0.71,0.88
Travel for Household Members,0.55,24.75,1.93,0.01,0.37,0.01,0.17,11.8,0.49,0.60
Travel for Non-Household Members,0.34,24.75,1.19,0.02,0.13,0.00,0.14,7.1,0.28,0.39
Caring and Helping,3.49,19.74,9.85,0.08,2.67,1.41,0.53,28.1,3.31,3.68
Eating & Drinking,7.85,18.25,20.46,0.93,4.08,4.76,2.51,95.9,7.72,7.98
Personal Health Care,0.82,17.95,2.09,0.04,0.18,0.42,0.51,7.8,0.70,0.93
Grooming,3.94,18.17,10.23,0.27,,,,77.5,3.85,4.03
Sleeping,58.32,18.58,154.79,,,,,99.9,57.85,58.78
"Private, Personal, or N/A",1.86,20.56,5.46,0.17,0.39,0.72,0.88,21.2,1.74,1.98
Personal Time,72.78,18.57,193.03,1.41,4.65,5.90,3.90,100.0,72.40,73.17
Socializing,4.13,20.35,12.02,0.56,2.91,1.91,0.25,34.6,3.93,4.34
Passive Leisure,26.57,17.40,66.05,2.46,11.13,25.05,14.26,91.7,25.70,27.45
Active Leisure,2.19,17.40,5.45,0.20,0.64,0.42,1.01,18.7,2.07,2.32
Attendance Leisure,0.77,17.40,1.92,0.13,0.52,0.03,0.10,3.9,0.64,0.91
Religious Activities,0.76,23.41,2.55,0.12,0.43,0.19,0.22,6.8,0.70,0.83
Volunteering,0.82,23.41,2.73,0.10,0.26,0.15,0.19,5.3,0.68,0.95
Travel Related to Leisure,2.65,24.75,9.35,0.26,1.18,0.03,1.21,46.3,2.40,2.89
Leisure,37.90,18.48,100.07,3.84,17.06,27.79,17.25,97.2,37.38,38.42
Working at Job,35.68,36.57,186.40,0.45,0.80,4.24,8.25,62.0,35.00,36.36
Educational Activities,0.25,23.41,0.84,0.03,0.03,0.16,0.16,0.8,0.19,0.31
Commuting to Work or School,3.16,24.75,11.19,0.02,0.16,0.04,2.79,51.3,2.98,3.35
Work and Education,39.09,35.53,198.42,0.49,1.00,4.44,11.20,63.5,38.29,39.89
Total,168.00,22.67,544.01,7.55,30.56,49.45,41.80,,,
