time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.72,18.31,28.04,0.00,3.88,10.38,6.81,60.5,7.79,13.65
Food Cooking & Clean-up,8.99,18.40,23.63,0.00,4.30,8.70,4.53,77.4,7.35,10.64
"Pets, Home & Vehicles",3.42,20.06,9.80,0.00,1.49,3.12,1.92,32.7,2.23,4.61
Household Management,1.43,24.72,5.07,0.00,0.47,1.18,0.95,26.1,0.96,1.91
Shopping,3.54,18.13,9.16,0.00,2.13,0.12,1.09,41.5,2.72,4.35
Obtaining Services,0.17,21.87,0.52,0.00,0.13,0.03,0.04,3.5,,0.37
Travel for Household Activity,2.74,24.75,9.68,0.00,1.85,0.05,0.79,43.5,1.89,3.59
Household Production,31.01,19.39,85.90,0.00,14.25,23.57,16.12,91.9,26.28,35.73
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,1.20,17.91,3.08,0.00,1.15,0.86,0.05,15.4,0.44,1.97
Non-Household Members,2.25,18.09,5.81,0.00,2.02,1.11,0.04,15.5,1.00,3.50
Travel for Household Members,0.34,24.75,1.19,0.00,0.32,0.00,0.01,5.3,,0.69
Travel for Non-Household Members,0.60,24.75,2.12,0.00,0.34,0.00,0.15,10.5,0.29,0.91
Caring and Helping,4.39,19.46,12.19,0.00,3.83,1.97,0.27,28.3,2.88,5.89
Eating & Drinking,8.04,18.25,20.97,0.00,6.80,6.11,1.00,96.2,7.14,8.95
Personal Health Care,1.79,17.95,4.59,0.00,0.82,1.56,0.89,14.2,0.54,3.04
Grooming,4.70,18.17,12.19,0.00,,,,72.4,3.91,5.48
Sleeping,62.26,18.58,165.25,,,,,100.0,59.18,65.33
"Private, Personal, or N/A",2.57,20.56,7.54,0.00,0.94,1.67,1.22,23.6,0.95,4.18
Personal Time,79.36,18.57,210.54,0.00,8.55,9.34,3.10,100.0,75.79,82.92
Socializing,5.88,20.35,17.08,0.00,4.93,2.87,0.43,40.7,4.26,7.49
Passive Leisure,36.15,17.40,89.84,0.00,24.44,34.39,11.04,95.7,31.82,40.47
Active Leisure,1.60,17.40,3.97,0.00,0.64,0.57,0.54,17.5,0.82,2.38
Attendance Leisure,0.90,17.40,2.23,0.00,0.70,0.00,0.05,4.3,,1.83
Religious Activities,1.71,23.41,5.71,0.00,1.20,0.47,0.38,13.3,0.99,2.42
Volunteering,1.25,23.41,4.18,0.00,0.52,0.25,0.30,6.0,0.39,2.11
Travel Related to Leisure,3.30,24.75,11.66,0.00,2.12,0.00,0.80,41.4,1.93,4.66
Leisure,50.77,18.57,134.66,0.00,34.55,38.56,13.55,98.9,46.27,55.27
Working at Job,2.08,0.00,0.00,0.00,0.20,0.20,0.32,5.2,0.43,3.72
Educational Activities,0.18,23.41,0.60,0.00,0.14,0.18,0.04,1.0,,0.44
Commuting to Work or School,0.23,24.75,0.81,0.00,0.04,0.00,0.16,4.7,,0.46
Work and Education,2.48,3.96,1.41,0.00,0.38,0.38,0.52,7.1,0.63,4.34
Total,168.00,18.53,444.70,0.00,61.56,73.82,33.56,,,
