time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,12.03,18.31,31.48,5.91,3.50,11.86,8.46,77.2,11.46,12.61
Food Cooking & Clean-up,11.92,18.40,31.32,7.95,5.47,11.74,6.34,91.6,11.20,12.64
"Pets, Home & Vehicles",2.80,20.06,8.02,1.71,1.41,2.43,1.36,32.3,2.45,3.15
Household Management,1.48,24.72,5.22,0.76,0.64,1.23,0.77,31.1,1.30,1.65
Shopping,4.62,18.13,11.97,1.96,2.64,0.14,1.83,56.6,4.31,4.93
Obtaining Services,0.16,21.87,0.50,0.05,0.06,0.07,0.06,4.3,0.10,0.21
Travel for Household Activity,2.89,24.75,10.23,1.39,1.81,0.06,1.03,59.1,2.64,3.14
Household Production,35.90,19.25,98.74,19.74,15.53,27.52,19.86,98.2,34.87,36.93
Household Children,12.71,18.05,32.78,,11.72,9.52,0.74,82.4,11.84,13.58
Household Adults,0.24,17.91,0.62,0.06,0.17,0.14,0.05,7.6,0.11,0.38
Non-Household Members,0.77,18.09,2.00,0.28,0.55,0.15,0.05,12.0,0.48,1.07
Travel for Household Members,2.83,24.75,10.00,0.05,1.88,0.05,0.93,51.7,2.48,3.18
Travel for Non-Household Members,0.37,24.75,1.30,0.18,0.24,0.00,0.09,10.5,0.26,0.48
Caring and Helping,16.92,19.32,46.70,0.57,14.57,9.86,1.86,84.5,16.05,17.79
Eating & Drinking,7.60,18.25,19.81,5.52,6.44,5.90,0.90,96.9,7.36,7.85
Personal Health Care,0.84,17.95,2.16,0.25,0.27,0.24,0.40,8.0,0.54,1.14
Grooming,4.56,18.17,11.84,2.07,,,,77.9,4.19,4.93
Sleeping,60.33,18.58,160.12,,,,,100.0,59.64,61.01
"Private, Personal, or N/A",2.48,20.56,7.30,1.37,1.06,1.17,0.62,30.5,2.17,2.80
Personal Time,75.81,18.58,201.23,9.21,7.78,7.32,1.93,100.0,74.78,76.85
Socializing,6.30,20.35,18.33,4.14,5.15,3.33,0.46,50.1,5.67,6.94
Passive Leisure,19.79,17.40,49.17,11.88,13.34,19.03,6.25,90.5,18.53,21.04
Active Leisure,2.46,17.40,6.12,1.28,1.28,0.73,0.88,24.0,2.17,2.75
Attendance Leisure,1.01,17.40,2.51,0.63,0.75,0.04,0.11,5.8,0.76,1.25
Religious Activities,1.23,23.41,4.11,0.79,0.85,0.39,0.27,13.1,0.88,1.58
Volunteering,2.05,23.41,6.84,0.97,0.92,0.57,0.53,13.6,1.62,2.47
Travel Related to Leisure,2.67,24.75,9.44,1.70,2.00,0.03,0.57,50.8,2.18,3.16
Leisure,35.51,19.03,96.53,21.39,24.30,24.12,9.07,97.6,34.24,36.77
Working at Job,2.90,17.32,7.16,0.50,0.22,0.71,0.45,7.5,2.11,3.68
Educational Activities,0.67,23.41,2.23,0.24,0.11,0.44,0.44,2.5,0.37,0.96
Commuting to Work or School,0.29,24.75,1.03,0.04,0.05,0.01,0.22,7.4,0.22,0.36
Work and Education,3.85,18.93,10.42,0.78,0.38,1.15,1.11,11.6,2.92,4.79
Total,168.00,18.90,453.62,51.70,62.55,69.96,33.83,,,
