time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.00,18.31,5.22,0.21,0.58,1.89,1.08,24.6,1.81,2.19
Food Cooking & Clean-up,1.49,18.40,3.91,0.19,0.83,1.32,0.39,30.6,1.34,1.64
"Pets, Home & Vehicles",0.89,20.06,2.54,0.04,0.32,0.68,0.38,14.3,0.77,1.00
Household Management,0.55,24.72,1.93,0.04,0.19,0.38,0.24,18.1,0.46,0.63
Shopping,2.29,18.13,5.94,0.11,1.39,0.04,0.18,33.0,2.06,2.53
Obtaining Services,0.03,21.87,0.11,0.00,0.02,0.01,0.00,0.8,0.01,0.06
Travel for Household Activity,1.66,24.75,5.89,0.06,0.99,0.01,0.18,36.6,1.52,1.81
Household Production,8.91,20.06,25.54,0.64,4.32,4.32,2.46,70.1,8.50,9.32
Household Children,0.74,18.05,1.92,,0.32,0.56,0.02,11.6,0.62,0.86
Household Adults,0.11,17.91,0.29,0.00,0.07,0.05,0.02,4.4,0.08,0.14
Non-Household Members,0.81,18.09,2.09,0.02,0.43,0.25,0.05,16.3,0.66,0.95
Travel for Household Members,0.27,24.75,0.95,0.00,0.16,0.00,0.05,7.4,0.21,0.33
Travel for Non-Household Members,0.47,24.75,1.65,0.03,0.19,0.00,0.10,13.3,0.39,0.54
Caring and Helping,2.40,20.11,6.89,0.06,1.16,0.87,0.24,28.7,2.16,2.64
Eating & Drinking,6.64,18.25,17.31,0.33,3.47,3.80,0.93,95.3,6.47,6.81
Personal Health Care,0.51,17.95,1.30,0.01,0.17,0.16,0.22,5.6,0.38,0.63
Grooming,6.87,18.17,17.84,0.21,,,,88.0,6.65,7.10
Sleeping,66.78,18.58,177.24,,,,,99.9,66.19,67.37
"Private, Personal, or N/A",2.59,20.56,7.61,0.13,0.56,1.18,0.92,28.8,2.35,2.84
Personal Time,83.39,18.58,221.31,0.68,4.20,5.14,2.07,100.0,82.70,84.09
Socializing,7.64,20.35,22.20,0.43,2.91,3.63,1.30,55.0,7.15,8.12
Passive Leisure,22.58,17.40,56.13,1.37,5.92,19.28,10.63,88.3,21.51,23.65
Active Leisure,3.89,17.40,9.66,0.22,0.91,0.72,0.60,26.9,3.54,4.23
Attendance Leisure,1.80,17.40,4.47,0.05,0.65,0.03,0.05,10.0,1.50,2.10
Religious Activities,0.92,23.41,3.08,0.05,0.50,0.08,0.08,7.5,0.77,1.07
Volunteering,1.09,23.41,3.65,0.02,0.18,0.04,0.15,7.3,0.85,1.34
Travel Related to Leisure,3.67,24.75,12.98,0.15,1.72,0.03,0.59,63.7,3.40,3.94
Leisure,41.59,18.88,112.16,2.29,12.79,23.83,13.40,97.9,40.37,42.80
Working at Job,4.03,12.08,6.96,0.06,0.10,0.13,0.14,11.7,3.64,4.42
Educational Activities,25.86,23.41,86.48,0.37,0.89,6.63,5.82,57.3,24.85,26.88
Commuting to Work or School,1.82,24.75,6.42,0.03,0.44,0.01,0.66,47.4,1.60,2.03
Work and Education,31.71,22.04,99.86,0.46,1.43,6.77,6.62,65.4,30.52,32.90
Total,168.00,19.41,465.77,4.13,23.91,40.94,24.79,,,
