time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.41,18.31,6.29,0.37,0.68,2.28,1.34,27.1,2.12,2.69
Food Cooking & Clean-up,1.79,18.40,4.71,0.35,0.92,1.61,0.55,33.2,1.61,1.97
"Pets, Home & Vehicles",0.92,20.06,2.65,0.06,0.31,0.67,0.40,14.1,0.77,1.08
Household Management,0.63,24.72,2.22,0.04,0.21,0.45,0.30,17.9,0.53,0.73
Shopping,2.39,18.13,6.19,0.14,1.47,0.04,0.21,33.4,2.17,2.61
Obtaining Services,0.04,21.87,0.13,0.00,0.03,0.01,0.00,0.9,0.01,0.07
Travel for Household Activity,1.68,24.75,5.93,0.10,0.99,0.01,0.20,36.5,1.54,1.81
Household Production,9.86,19.97,28.12,1.05,4.61,5.07,3.01,71.8,9.39,10.32
Household Children,1.33,18.05,3.44,,0.75,1.02,0.07,14.8,1.14,1.52
Household Adults,0.11,17.91,0.29,0.01,0.07,0.05,0.02,4.4,0.07,0.15
Non-Household Members,0.76,18.09,1.97,0.05,0.41,0.26,0.02,14.1,0.63,0.90
Travel for Household Members,0.35,24.75,1.23,0.01,0.20,0.00,0.07,9.1,0.28,0.42
Travel for Non-Household Members,0.37,24.75,1.32,0.04,0.17,0.00,0.07,11.2,0.31,0.44
Caring and Helping,2.93,19.70,8.25,0.11,1.60,1.34,0.25,29.5,2.65,3.21
Eating & Drinking,6.90,18.25,17.99,0.46,3.63,4.03,1.02,95.5,6.71,7.09
Personal Health Care,0.58,17.95,1.48,0.02,0.18,0.28,0.29,5.5,0.33,0.82
Grooming,6.77,18.17,17.58,0.31,,,,86.4,6.46,7.09
Sleeping,67.09,18.58,178.08,,,,,99.9,66.46,67.72
"Private, Personal, or N/A",2.84,20.56,8.33,0.15,0.52,1.25,1.06,28.9,2.51,3.17
Personal Time,84.18,18.58,223.46,0.95,4.34,5.56,2.37,100.0,83.39,84.98
Socializing,7.41,20.35,21.56,0.62,3.03,3.59,1.29,52.9,6.90,7.93
Passive Leisure,23.15,17.40,57.54,1.87,6.03,20.15,11.01,88.0,22.27,24.03
Active Leisure,3.71,17.40,9.22,0.23,0.89,0.68,0.57,25.6,3.34,4.08
Attendance Leisure,1.64,17.40,4.07,0.06,0.60,0.06,0.07,9.5,1.40,1.88
Religious Activities,0.87,23.41,2.92,0.07,0.50,0.08,0.07,7.2,0.74,1.01
Volunteering,0.91,23.41,3.03,0.02,0.20,0.05,0.14,5.8,0.71,1.10
Travel Related to Leisure,3.58,24.75,12.67,0.18,1.72,0.04,0.55,60.8,3.27,3.89
Leisure,41.27,18.83,111.00,3.04,12.96,24.64,13.70,97.5,40.44,42.11
Working at Job,3.15,12.96,5.84,0.07,0.07,0.18,0.27,8.3,2.60,3.70
Educational Activities,24.76,23.41,82.80,0.48,0.91,7.00,6.59,55.7,23.70,25.82
Commuting to Work or School,1.84,24.75,6.52,0.05,0.42,0.01,0.76,43.1,1.67,2.02
Work and Education,29.76,22.38,95.15,0.59,1.40,7.18,7.61,62.5,28.53,30.98
Total,168.00,19.42,465.98,5.74,24.91,43.79,26.94,,,
