time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.93,18.31,5.05,0.00,0.73,1.87,1.20,20.1,1.55,2.31
Food Cooking & Clean-up,2.58,18.40,6.77,0.00,1.36,2.50,1.17,43.4,1.84,3.31
"Pets, Home & Vehicles",6.81,20.06,19.50,0.00,1.68,6.25,5.02,42.0,5.95,7.66
Household Management,1.59,24.72,5.60,0.00,0.54,1.37,1.01,25.3,1.29,1.88
Shopping,2.24,18.13,5.80,0.00,1.13,0.13,0.98,39.2,2.00,2.48
Obtaining Services,0.21,21.87,0.66,0.00,0.06,0.10,0.06,4.4,0.14,0.29
Travel for Household Activity,2.14,24.75,7.57,0.00,1.00,0.02,1.07,44.5,1.87,2.41
Household Production,17.49,20.39,50.95,0.00,6.50,12.24,10.51,82.5,16.02,18.95
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.39,17.91,1.00,0.00,0.25,0.17,0.14,8.6,0.25,0.53
Non-Household Members,1.39,18.09,3.60,0.00,1.04,0.44,0.17,12.2,1.07,1.71
Travel for Household Members,0.27,24.75,0.96,0.00,0.17,0.01,0.10,5.6,0.18,0.36
Travel for Non-Household Members,0.45,24.75,1.60,0.00,0.24,0.00,0.17,10.1,0.32,0.59
Caring and Helping,2.51,19.99,7.16,0.00,1.70,0.63,0.57,20.3,2.09,2.93
Eating & Drinking,9.26,18.25,24.13,0.00,6.47,6.44,2.07,97.0,8.95,9.56
Personal Health Care,0.93,17.95,2.37,0.00,0.29,0.60,0.55,8.7,0.51,1.34
Grooming,3.68,18.17,9.56,0.00,,,,71.7,3.50,3.86
Sleeping,60.79,18.58,161.36,,,,,99.9,59.98,61.61
"Private, Personal, or N/A",1.95,20.56,5.72,0.00,0.41,0.65,0.68,23.5,1.67,2.23
Personal Time,76.61,18.56,203.15,0.00,7.17,7.69,3.31,100.0,75.70,77.52
Socializing,4.29,20.35,12.48,0.00,3.19,1.88,0.22,35.6,3.74,4.85
Passive Leisure,33.53,17.40,83.34,0.00,18.88,32.32,14.32,94.4,32.28,34.78
Active Leisure,2.44,17.40,6.06,0.00,0.71,0.57,1.06,19.5,2.11,2.77
Attendance Leisure,0.73,17.40,1.81,0.00,0.61,0.01,0.09,4.0,0.50,0.96
Religious Activities,1.08,23.41,3.62,0.00,0.69,0.31,0.26,9.7,0.89,1.27
Volunteering,1.48,23.41,4.96,0.00,0.37,0.45,0.53,9.0,1.15,1.82
Travel Related to Leisure,3.07,24.75,10.87,0.00,1.85,0.03,1.10,50.8,2.67,3.47
Leisure,46.64,18.49,123.15,0.00,26.30,35.55,17.57,98.4,45.33,47.94
Working at Job,21.17,20.27,61.31,0.00,1.05,4.11,6.41,53.3,19.76,22.59
Educational Activities,1.44,23.41,4.83,0.00,0.28,0.88,0.82,3.8,0.94,1.95
Commuting to Work or School,2.14,24.75,7.57,0.00,0.19,0.03,1.89,39.5,1.90,2.38
Work and Education,24.76,20.84,73.71,0.00,1.52,5.01,9.13,55.8,23.15,26.37
Total,168.00,19.09,458.12,0.00,43.20,61.12,41.09,,,
