time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,9.41,18.31,24.62,0.00,1.51,9.17,7.83,68.4,8.60,10.21
Food Cooking & Clean-up,7.47,18.40,19.63,0.01,2.54,7.22,4.90,79.4,6.82,8.11
"Pets, Home & Vehicles",4.51,20.06,12.93,0.01,1.26,3.81,3.18,41.9,3.92,5.11
Household Management,2.36,24.72,8.32,0.00,0.65,2.09,1.69,37.1,1.97,2.74
Shopping,4.05,18.13,10.49,0.00,1.57,0.20,2.17,49.4,3.54,4.56
Obtaining Services,0.23,21.87,0.72,0.00,0.09,0.12,0.10,6.6,0.14,0.32
Travel for Household Activity,2.70,24.75,9.54,0.00,1.23,0.03,1.40,53.7,2.39,3.01
Household Production,30.72,19.65,86.25,0.02,8.84,22.65,21.27,96.3,29.50,31.95
Household Children,0.02,18.05,0.06,,0.02,0.02,0.00,0.1,,0.07
Household Adults,0.23,17.91,0.59,0.00,0.17,0.11,0.05,6.8,0.12,0.34
Non-Household Members,2.31,18.09,5.98,0.00,1.99,0.85,0.12,19.3,1.75,2.88
Travel for Household Members,0.11,24.75,0.41,0.00,0.08,0.00,0.04,3.1,0.06,0.17
Travel for Non-Household Members,0.65,24.75,2.30,0.00,0.31,0.01,0.28,14.1,0.48,0.82
Caring and Helping,3.33,19.61,9.33,0.00,2.57,1.00,0.49,24.4,2.65,4.01
Eating & Drinking,8.97,18.25,23.39,0.00,6.38,6.38,2.10,98.3,8.63,9.32
Personal Health Care,2.17,17.95,5.58,0.00,0.66,1.07,1.15,20.7,1.61,2.74
Grooming,5.28,18.17,13.71,0.00,,,,79.7,4.98,5.58
Sleeping,60.85,18.58,161.51,,,,,100.0,60.04,61.66
"Private, Personal, or N/A",2.67,20.56,7.83,0.00,0.77,0.91,0.97,33.0,2.26,3.07
Personal Time,79.95,18.56,212.03,0.00,7.81,8.37,4.22,100.0,78.80,81.10
Socializing,7.02,20.35,20.41,0.00,4.95,3.72,0.98,57.1,6.30,7.74
Passive Leisure,35.15,17.40,87.36,0.00,17.56,33.83,17.31,96.9,33.76,36.54
Active Leisure,2.13,17.40,5.29,0.00,0.61,0.59,1.04,23.1,1.55,2.70
Attendance Leisure,0.85,17.40,2.11,0.00,0.52,0.06,0.23,4.6,0.54,1.16
Religious Activities,1.74,23.41,5.83,0.00,0.81,0.59,0.63,16.3,1.40,2.09
Volunteering,2.53,23.41,8.45,0.00,0.52,1.08,1.27,13.9,1.91,3.14
Travel Related to Leisure,3.24,24.75,11.45,0.00,2.02,0.01,1.12,54.7,2.89,3.59
Leisure,52.66,18.73,140.90,0.00,27.00,39.89,22.60,99.4,51.16,54.16
Working at Job,1.23,21.50,3.76,0.00,0.13,0.58,0.28,4.2,0.79,1.66
Educational Activities,0.02,23.41,0.08,0.00,0.00,0.02,0.02,0.2,,0.07
Commuting to Work or School,0.09,24.75,0.31,0.00,0.03,0.00,0.06,2.4,0.04,0.13
Work and Education,1.34,21.75,4.16,0.00,0.16,0.61,0.36,5.0,0.88,1.80
Total,168.00,18.86,452.67,0.03,46.38,72.51,48.93,,,
