time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.70,18.31,4.46,0.00,0.69,1.65,1.01,18.4,1.35,2.06
Food Cooking & Clean-up,2.41,18.40,6.34,0.00,1.25,2.32,1.11,42.5,1.87,2.96
"Pets, Home & Vehicles",7.51,20.06,21.53,0.00,1.69,6.87,5.74,46.6,6.58,8.45
Household Management,1.72,24.72,6.09,0.00,0.61,1.47,1.08,28.7,1.47,1.98
Shopping,2.17,18.13,5.62,0.00,0.95,0.11,1.09,38.0,1.93,2.41
Obtaining Services,0.23,21.87,0.72,0.00,0.05,0.12,0.08,4.7,0.14,0.32
Travel for Household Activity,2.26,24.75,7.99,0.00,1.02,0.02,1.17,43.8,1.96,2.56
Household Production,18.02,20.50,52.75,0.00,6.27,12.55,11.27,83.4,16.60,19.43
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.40,17.91,1.02,0.00,0.28,0.20,0.12,7.7,0.24,0.55
Non-Household Members,1.58,18.09,4.09,0.00,1.22,0.56,0.18,12.8,1.17,2.00
Travel for Household Members,0.24,24.75,0.87,0.00,0.15,0.00,0.09,5.0,0.15,0.34
Travel for Non-Household Members,0.47,24.75,1.65,0.00,0.26,0.01,0.15,10.7,0.29,0.64
Caring and Helping,2.69,19.82,7.62,0.00,1.90,0.76,0.53,19.9,2.15,3.23
Eating & Drinking,9.84,18.25,25.66,0.00,6.99,6.89,2.13,97.9,9.52,10.17
Personal Health Care,0.98,17.95,2.51,0.00,0.37,0.57,0.51,9.9,0.51,1.45
Grooming,3.68,18.17,9.56,0.00,,,,70.0,3.46,3.90
Sleeping,60.28,18.58,160.00,,,,,99.9,59.28,61.28
"Private, Personal, or N/A",1.98,20.56,5.81,0.00,0.47,0.62,0.65,24.1,1.72,2.24
Personal Time,76.76,18.56,203.53,0.00,7.84,8.09,3.29,100.0,75.63,77.89
Socializing,4.15,20.35,12.06,0.00,3.09,1.88,0.22,35.1,3.65,4.64
Passive Leisure,35.49,17.40,88.20,0.00,20.52,34.47,14.72,95.9,34.21,36.76
Active Leisure,2.55,17.40,6.35,0.00,0.68,0.70,1.11,19.8,2.14,2.96
Attendance Leisure,0.79,17.40,1.96,0.00,0.63,0.01,0.11,4.1,0.51,1.06
Religious Activities,1.20,23.41,4.01,0.00,0.72,0.30,0.32,10.8,1.00,1.40
Volunteering,1.81,23.41,6.06,0.00,0.44,0.51,0.64,11.1,1.36,2.26
Travel Related to Leisure,3.24,24.75,11.45,0.00,1.98,0.04,1.16,51.7,2.81,3.67
Leisure,49.23,18.50,130.08,0.00,28.07,37.91,18.29,99.0,47.96,50.49
Working at Job,19.42,20.48,56.83,0.00,0.97,4.52,6.27,51.6,17.98,20.87
Educational Activities,0.03,23.41,0.09,0.00,0.01,0.02,0.02,0.2,,0.06
Commuting to Work or School,1.86,24.75,6.57,0.00,0.13,0.02,1.69,36.5,1.62,2.10
Work and Education,21.31,20.86,63.49,0.00,1.10,4.56,7.98,52.1,19.78,22.83
Total,168.00,19.06,457.48,0.00,45.18,63.87,41.37,,,
