time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.67,18.31,4.36,1.02,0.96,1.61,0.70,18.2,1.54,1.79
Food Cooking & Clean-up,2.54,18.40,6.68,1.66,1.59,2.43,0.93,44.8,2.36,2.72
"Pets, Home & Vehicles",4.06,20.06,11.62,2.14,1.56,3.68,2.37,30.2,3.82,4.29
Household Management,0.79,24.72,2.79,0.40,0.39,0.60,0.37,17.7,0.71,0.87
Shopping,1.99,18.13,5.15,0.93,1.34,0.07,0.60,35.2,1.85,2.13
Obtaining Services,0.11,21.87,0.33,0.03,0.03,0.03,0.04,2.3,0.07,0.14
Travel for Household Activity,1.94,24.75,6.86,0.76,1.07,0.02,0.81,38.7,1.83,2.04
Household Production,13.09,20.21,37.79,6.94,6.95,8.44,5.83,76.8,12.73,13.45
Household Children,4.30,18.05,11.10,,4.03,2.95,0.18,50.3,4.12,4.48
Household Adults,0.21,17.91,0.54,0.05,0.17,0.08,0.03,5.3,0.07,0.35
Non-Household Members,0.42,18.09,1.08,0.13,0.29,0.06,0.03,6.3,0.34,0.50
Travel for Household Members,1.10,24.75,3.89,0.04,0.75,0.02,0.34,27.8,1.02,1.18
Travel for Non-Household Members,0.25,24.75,0.89,0.06,0.13,0.01,0.08,5.6,0.20,0.30
Caring and Helping,6.28,19.49,17.50,0.29,5.38,3.11,0.66,54.5,6.06,6.50
Eating & Drinking,7.84,18.25,20.43,3.90,5.11,4.59,1.59,96.2,7.71,7.96
Personal Health Care,0.36,17.95,0.92,0.11,0.18,0.16,0.14,4.0,0.26,0.46
Grooming,4.03,18.17,10.46,1.26,,,,81.0,3.92,4.14
Sleeping,57.40,18.58,152.35,,,,,99.9,57.00,57.79
"Private, Personal, or N/A",1.57,20.56,4.62,0.59,0.51,0.60,0.52,20.7,1.44,1.71
Personal Time,71.19,18.56,188.77,5.86,5.80,5.35,2.25,100.0,70.77,71.62
Socializing,4.05,20.35,11.76,2.40,3.42,1.98,0.09,35.8,3.80,4.29
Passive Leisure,19.08,17.40,47.42,10.12,12.61,17.83,6.05,88.5,18.67,19.48
Active Leisure,2.32,17.40,5.76,0.87,1.04,0.47,0.79,19.2,2.07,2.56
Attendance Leisure,0.91,17.40,2.25,0.57,0.77,0.04,0.07,4.8,0.75,1.06
Religious Activities,0.84,23.41,2.82,0.50,0.63,0.18,0.14,8.1,0.75,0.93
Volunteering,1.15,23.41,3.86,0.58,0.64,0.14,0.14,7.9,0.97,1.34
Travel Related to Leisure,2.67,24.75,9.43,1.20,1.66,0.03,0.88,47.5,2.50,2.84
Leisure,31.01,18.80,83.30,16.24,20.76,20.68,8.17,96.2,30.46,31.56
Working at Job,42.37,36.87,223.16,1.92,1.06,4.60,9.12,72.5,41.68,43.07
Educational Activities,0.23,23.41,0.75,0.10,0.06,0.17,0.14,1.0,0.16,0.29
Commuting to Work or School,3.83,24.75,13.53,0.09,0.18,0.04,3.35,60.5,3.69,3.97
Work and Education,46.42,35.80,237.45,2.11,1.30,4.81,12.61,73.3,45.66,47.18
Total,168.00,23.53,564.81,31.43,40.19,42.39,29.51,,,
