time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.43,18.31,14.21,0.00,1.43,5.34,3.97,47.0,5.06,5.80
Food Cooking & Clean-up,5.19,18.40,13.63,0.01,2.11,5.00,3.05,72.1,4.95,5.43
"Pets, Home & Vehicles",3.01,20.06,8.62,0.00,1.35,2.62,1.62,34.0,2.74,3.28
Household Management,1.38,24.72,4.89,0.00,0.57,1.10,0.78,29.0,1.24,1.53
Shopping,2.92,18.13,7.55,0.00,1.35,0.09,1.37,41.5,2.61,3.22
Obtaining Services,0.15,21.87,0.46,0.00,0.07,0.06,0.05,3.4,0.10,0.20
Travel for Household Activity,2.25,24.75,7.96,0.00,1.11,0.02,1.08,45.9,2.07,2.43
Household Production,20.33,19.74,57.32,0.02,7.99,14.23,11.92,91.5,19.62,21.04
Household Children,0.05,18.05,0.13,,0.05,0.05,0.00,0.3,,0.10
Household Adults,0.28,17.91,0.70,0.00,0.23,0.17,0.05,5.4,0.18,0.37
Non-Household Members,1.66,18.09,4.28,0.00,1.40,0.71,0.14,14.9,1.44,1.88
Travel for Household Members,0.10,24.75,0.36,0.00,0.07,0.00,0.03,2.2,0.05,0.16
Travel for Non-Household Members,0.54,24.75,1.90,0.00,0.33,0.00,0.17,10.9,0.45,0.63
Caring and Helping,2.62,19.70,7.37,0.00,2.08,0.93,0.38,19.7,2.33,2.91
Eating & Drinking,8.16,18.25,21.26,0.01,5.28,4.88,1.85,97.3,7.96,8.36
Personal Health Care,0.95,17.95,2.43,0.00,0.25,0.33,0.49,11.0,0.76,1.14
Grooming,5.79,18.17,15.02,0.01,,,,86.0,5.59,5.98
Sleeping,57.55,18.58,152.76,,,,,99.9,57.04,58.07
"Private, Personal, or N/A",1.80,20.56,5.30,0.00,0.46,0.65,0.73,23.5,1.59,2.02
Personal Time,74.25,18.55,196.77,0.02,6.00,5.86,3.07,100.0,73.72,74.77
Socializing,4.61,20.35,13.39,0.01,3.68,2.22,0.41,41.0,4.23,4.99
Passive Leisure,21.51,17.40,53.47,0.02,12.67,20.43,8.58,92.2,20.88,22.15
Active Leisure,1.43,17.40,3.56,0.00,0.50,0.33,0.61,17.4,1.20,1.66
Attendance Leisure,0.68,17.40,1.68,0.00,0.50,0.05,0.08,3.7,0.56,0.79
Religious Activities,1.18,23.41,3.96,0.01,0.62,0.32,0.36,10.6,0.97,1.40
Volunteering,0.81,23.41,2.71,0.00,0.20,0.28,0.28,6.4,0.64,0.98
Travel Related to Leisure,2.66,24.75,9.39,0.00,1.66,0.01,0.89,46.5,2.30,3.02
Leisure,32.88,18.77,88.17,0.04,19.83,23.65,11.21,97.9,32.18,33.58
Working at Job,35.24,29.55,148.74,0.02,0.96,5.81,8.08,66.8,34.08,36.40
Educational Activities,0.13,23.41,0.43,0.00,0.03,0.12,0.09,0.6,0.04,0.22
Commuting to Work or School,2.56,24.75,9.05,0.00,0.30,0.02,2.17,51.5,2.39,2.73
Work and Education,37.93,29.20,158.22,0.02,1.30,5.95,10.33,67.3,36.77,39.08
Total,168.00,21.16,507.85,0.09,37.20,50.61,36.92,,,
