time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,1.91,18.31,5.00,0.30,0.55,1.84,1.19,17.9,1.25,2.58
Food Cooking & Clean-up,1.80,18.40,4.74,0.42,0.79,1.75,0.70,32.8,1.37,2.24
"Pets, Home & Vehicles",2.49,20.06,7.14,0.22,1.01,1.99,0.99,19.1,1.69,3.29
Household Management,0.57,24.72,2.02,0.02,0.11,0.40,0.35,12.9,0.31,0.83
Shopping,1.28,18.13,3.31,0.23,0.51,0.06,0.40,28.8,0.98,1.58
Obtaining Services,0.04,21.87,0.11,0.00,0.00,0.00,0.03,0.5,,0.09
Travel for Household Activity,1.33,24.75,4.69,0.11,0.45,0.03,0.45,31.7,0.97,1.69
Household Production,9.43,20.08,27.03,1.29,3.42,6.07,4.10,63.6,7.96,10.89
Household Children,1.98,18.05,5.11,,1.35,1.65,0.05,16.7,1.34,2.62
Household Adults,0.09,17.91,0.22,0.00,0.01,0.01,0.00,1.5,,0.19
Non-Household Members,0.75,18.09,1.94,0.04,0.24,0.18,0.03,12.3,0.36,1.14
Travel for Household Members,0.36,24.75,1.26,0.01,0.15,0.00,0.11,8.7,0.22,0.49
Travel for Non-Household Members,0.47,24.75,1.66,0.00,0.15,0.01,0.16,10.7,0.28,0.66
Caring and Helping,3.65,19.58,10.20,0.06,1.90,1.86,0.36,27.8,2.74,4.56
Eating & Drinking,6.16,18.25,16.05,0.76,2.70,3.93,1.55,94.3,5.65,6.67
Personal Health Care,0.17,17.95,0.45,0.04,0.06,0.03,0.05,3.1,0.08,0.27
Grooming,3.75,18.17,9.75,0.31,,,,77.0,3.38,4.13
Sleeping,66.06,18.58,175.33,,,,,100.0,64.23,67.88
"Private, Personal, or N/A",3.61,20.56,10.61,0.35,0.44,1.83,2.21,23.8,2.04,5.19
Personal Time,79.76,18.62,212.18,1.46,3.20,5.79,3.82,100.0,77.87,81.65
Socializing,7.48,20.35,21.75,0.55,3.28,3.37,0.88,45.1,6.16,8.80
Passive Leisure,31.40,17.40,78.04,3.32,6.82,27.11,16.24,93.9,28.70,34.10
Active Leisure,4.60,17.40,11.44,0.18,0.94,0.84,0.85,28.4,3.46,5.75
Attendance Leisure,0.69,17.40,1.72,0.05,0.18,0.01,0.06,4.0,0.38,1.00
Religious Activities,0.70,23.41,2.35,0.08,0.41,0.12,0.12,5.3,0.34,1.07
Volunteering,0.78,23.41,2.59,0.02,0.07,0.02,0.07,3.4,0.11,1.44
Travel Related to Leisure,3.25,24.75,11.50,0.16,0.78,0.02,1.07,56.8,2.49,4.01
Leisure,48.91,18.52,129.39,4.36,12.47,31.48,19.30,99.2,45.71,52.10
Working at Job,12.73,15.62,28.39,0.03,0.15,0.68,1.42,25.3,8.03,17.43
Educational Activities,11.37,23.41,38.03,0.49,0.57,2.80,2.96,26.7,8.32,14.43
Commuting to Work or School,2.17,24.75,7.66,0.03,0.18,0.05,1.39,42.8,1.69,2.64
Work and Education,26.26,19.74,74.08,0.55,0.91,3.54,5.76,50.2,21.80,30.73
Total,168.00,18.87,452.89,7.72,21.90,48.73,33.33,,,
