time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.56,18.31,17.17,0.00,0.38,6.35,5.93,56.2,5.61,7.52
Food Cooking & Clean-up,5.10,18.40,13.41,0.00,0.80,4.78,4.10,70.1,4.52,5.69
"Pets, Home & Vehicles",4.69,20.06,13.45,0.00,0.14,4.03,4.47,38.4,3.67,5.72
Household Management,2.44,24.72,8.60,0.00,0.21,1.91,2.07,35.6,1.84,3.03
Shopping,3.50,18.13,9.08,0.00,1.01,0.09,1.90,45.3,2.88,4.12
Obtaining Services,0.41,21.87,1.28,0.00,0.00,0.26,0.32,6.8,0.12,0.70
Travel for Household Activity,2.76,24.75,9.74,0.00,0.64,0.03,1.76,51.0,2.29,3.23
Household Production,25.46,19.99,72.73,0.00,3.18,17.45,20.54,93.0,23.76,27.17
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.78,17.91,1.99,0.00,0.70,0.70,0.01,7.5,0.27,1.28
Non-Household Members,2.78,18.09,7.18,0.00,2.20,1.54,0.22,21.0,1.77,3.79
Travel for Household Members,0.08,24.75,0.29,0.00,0.05,0.00,0.03,2.3,0.01,0.15
Travel for Non-Household Members,0.67,24.75,2.35,0.00,0.26,0.00,0.28,14.8,0.44,0.89
Caring and Helping,4.30,19.21,11.81,0.00,3.21,2.24,0.54,26.9,3.14,5.47
Eating & Drinking,7.49,18.25,19.53,0.00,2.21,5.21,3.76,93.7,6.99,7.99
Personal Health Care,2.22,17.95,5.70,0.00,0.28,1.26,1.69,22.6,1.30,3.15
Grooming,5.15,18.17,13.36,0.00,,,,77.4,4.54,5.75
Sleeping,62.52,18.58,165.95,,,,,99.9,60.87,64.18
"Private, Personal, or N/A",3.58,20.56,10.51,0.00,0.29,1.64,2.19,36.1,2.85,4.31
Personal Time,80.96,18.59,215.04,0.00,2.78,8.10,7.65,100.0,79.08,82.84
Socializing,7.42,20.35,21.57,0.00,3.64,3.27,1.58,52.8,6.30,8.53
Passive Leisure,38.81,17.40,96.45,0.00,4.67,36.72,31.88,96.3,36.27,41.35
Active Leisure,1.69,17.40,4.20,0.00,0.26,0.53,0.90,18.8,1.27,2.11
Attendance Leisure,0.69,17.40,1.72,0.00,0.17,0.00,0.18,4.4,0.38,1.01
Religious Activities,1.76,23.41,5.90,0.00,0.34,0.57,0.79,14.3,1.19,2.34
Volunteering,1.54,23.41,5.13,0.00,0.04,0.38,0.51,6.3,0.96,2.11
Travel Related to Leisure,3.13,24.75,11.08,0.00,0.84,0.02,1.67,50.4,2.52,3.75
Leisure,55.04,18.57,146.06,0.00,9.95,41.50,37.51,99.8,52.26,57.83
Working at Job,1.94,17.32,4.81,0.00,0.03,0.33,0.40,4.7,0.90,2.98
Educational Activities,0.12,23.41,0.40,0.00,0.00,0.06,0.07,0.5,,0.24
Commuting to Work or School,0.17,24.75,0.60,0.00,0.02,0.00,0.11,4.1,0.08,0.26
Work and Education,2.23,18.21,5.80,0.00,0.05,0.39,0.59,6.0,1.13,3.33
Total,168.00,18.81,451.44,0.00,19.17,69.68,66.83,,,
