time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.91,18.31,18.07,0.00,0.29,6.80,6.46,58.2,6.59,7.22
Food Cooking & Clean-up,5.53,18.40,14.53,0.00,0.52,5.42,4.85,72.0,5.31,5.75
"Pets, Home & Vehicles",3.03,20.06,8.68,0.00,0.20,2.82,2.73,31.9,2.83,3.22
Household Management,2.47,24.72,8.71,0.00,0.13,2.25,2.19,35.7,2.31,2.62
Shopping,2.39,18.13,6.20,0.00,0.57,0.09,1.47,31.7,2.24,2.55
Obtaining Services,0.21,21.87,0.65,0.00,0.03,0.14,0.09,4.0,0.17,0.25
Travel for Household Activity,1.52,24.75,5.39,0.00,0.34,0.04,0.98,35.1,1.44,1.61
Household Production,22.06,19.75,62.22,0.00,2.07,17.56,18.77,90.3,21.56,22.55
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.16,17.91,0.40,0.00,0.08,0.08,0.02,1.5,0.06,0.26
Non-Household Members,0.95,18.09,2.47,0.00,0.58,0.38,0.20,10.5,0.84,1.07
Travel for Household Members,0.03,24.75,0.11,0.00,0.02,0.00,0.00,0.7,0.01,0.05
Travel for Non-Household Members,0.29,24.75,1.03,0.00,0.09,0.00,0.13,7.5,0.25,0.33
Caring and Helping,1.44,19.57,4.02,0.00,0.77,0.47,0.35,12.0,1.26,1.61
Eating & Drinking,8.76,18.25,22.83,0.00,1.72,7.11,5.52,98.2,8.59,8.92
Personal Health Care,2.47,17.95,6.34,0.00,0.33,1.46,1.63,29.2,2.20,2.75
Grooming,5.34,18.17,13.87,0.00,,,,78.1,5.19,5.49
Sleeping,64.40,18.58,170.92,,,,,99.9,63.92,64.87
"Private, Personal, or N/A",2.79,20.56,8.19,0.00,0.22,0.93,1.06,32.4,2.64,2.94
Personal Time,83.76,18.57,222.15,0.00,2.27,9.50,8.21,100.0,83.23,84.29
Socializing,6.03,20.35,17.52,0.00,2.64,3.79,1.52,50.1,5.77,6.28
Passive Leisure,47.43,17.40,117.88,0.00,3.71,46.07,41.23,97.8,46.56,48.30
Active Leisure,1.06,17.40,2.63,0.00,0.09,0.36,0.65,15.7,0.96,1.16
Attendance Leisure,0.49,17.40,1.23,0.00,0.15,0.05,0.10,3.1,0.41,0.58
Religious Activities,2.09,23.41,6.99,0.00,0.30,0.96,1.22,20.4,1.92,2.26
Volunteering,1.36,23.41,4.54,0.00,0.07,0.52,0.63,8.1,1.16,1.55
Travel Related to Leisure,2.03,24.75,7.19,0.00,0.60,0.05,0.93,39.4,1.82,2.24
Leisure,60.49,18.28,157.98,0.00,7.56,51.79,46.28,99.2,59.90,61.08
Working at Job,0.23,16.37,0.54,0.00,0.00,0.10,0.07,0.8,0.12,0.34
Educational Activities,0.00,23.41,0.02,0.00,0.00,0.00,0.00,0.1,,0.01
Commuting to Work or School,0.02,24.75,0.09,0.00,0.00,0.00,0.02,0.8,0.01,0.04
Work and Education,0.26,17.29,0.64,0.00,0.00,0.10,0.09,1.3,0.14,0.38
Total,168.00,18.63,447.02,0.00,12.67,79.42,73.70,,,
