time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,7.21,18.31,18.86,0.03,1.54,6.97,5.59,58.5,6.65,7.77
Food Cooking & Clean-up,6.37,18.40,16.74,0.00,2.36,6.18,3.94,78.6,5.97,6.77
"Pets, Home & Vehicles",4.54,20.06,13.01,0.01,1.52,4.00,2.98,39.7,3.82,5.26
Household Management,1.94,24.72,6.84,0.01,0.69,1.63,1.21,33.5,1.67,2.21
Shopping,3.44,18.13,8.92,0.00,1.42,0.10,1.81,45.3,3.10,3.79
Obtaining Services,0.20,21.87,0.63,0.00,0.09,0.14,0.07,4.5,0.08,0.32
Travel for Household Activity,2.56,24.75,9.05,0.00,1.28,0.02,1.23,49.5,2.26,2.86
Household Production,26.26,19.74,74.05,0.05,8.90,19.03,16.82,94.8,24.98,27.55
Household Children,0.05,18.05,0.12,,0.04,0.04,0.00,0.3,0.01,0.08
Household Adults,0.73,17.91,1.88,0.00,0.56,0.27,0.10,8.1,0.40,1.07
Non-Household Members,2.84,18.09,7.33,0.00,2.36,1.35,0.20,20.2,2.33,3.35
Travel for Household Members,0.23,24.75,0.80,0.00,0.17,0.00,0.04,4.0,0.13,0.32
Travel for Non-Household Members,0.75,24.75,2.66,0.00,0.41,0.00,0.29,14.3,0.60,0.90
Caring and Helping,4.59,19.48,12.78,0.00,3.54,1.67,0.63,27.2,3.92,5.26
Eating & Drinking,8.60,18.25,22.42,0.01,6.26,5.78,1.65,97.2,8.29,8.92
Personal Health Care,1.34,17.95,3.43,0.00,0.29,0.55,0.81,15.0,1.00,1.68
Grooming,5.68,18.17,14.74,0.00,,,,84.7,5.28,6.07
Sleeping,59.73,18.58,158.54,,,,,100.0,59.06,60.40
"Private, Personal, or N/A",2.21,20.56,6.50,0.00,0.54,0.76,0.94,29.9,1.93,2.50
Personal Time,77.56,18.56,205.63,0.01,7.10,7.09,3.40,100.0,76.71,78.41
Socializing,5.91,20.35,17.19,0.00,4.62,2.90,0.51,50.2,5.34,6.49
Passive Leisure,26.68,17.40,66.32,0.04,15.65,25.38,10.75,94.3,25.63,27.74
Active Leisure,2.01,17.40,5.00,0.00,0.71,0.49,0.97,22.4,1.76,2.26
Attendance Leisure,0.84,17.40,2.08,0.00,0.58,0.03,0.08,5.0,0.61,1.06
Religious Activities,1.43,23.41,4.79,0.01,0.82,0.31,0.35,15.1,1.22,1.65
Volunteering,1.96,23.41,6.55,0.00,0.47,0.85,0.90,13.2,1.54,2.38
Travel Related to Leisure,3.25,24.75,11.49,0.00,2.14,0.03,0.99,53.8,2.88,3.62
Leisure,42.08,18.86,113.41,0.05,25.00,29.98,14.55,99.0,40.91,43.26
Working at Job,16.19,19.95,46.13,0.00,1.03,3.37,3.81,45.7,14.90,17.48
Educational Activities,0.13,23.41,0.43,0.00,0.00,0.12,0.12,0.4,,0.29
Commuting to Work or School,1.19,24.75,4.20,0.00,0.10,0.01,1.06,33.0,1.00,1.38
Work and Education,17.50,20.30,50.76,0.00,1.13,3.50,4.99,46.6,16.09,18.92
Total,168.00,19.03,456.63,0.11,45.65,61.27,40.39,,,
