time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.06,18.31,5.38,0.71,0.88,1.97,1.14,21.6,1.95,2.17
Food Cooking & Clean-up,2.61,18.40,6.87,1.17,1.36,2.51,1.16,46.4,2.42,2.81
"Pets, Home & Vehicles",3.90,20.06,11.17,1.20,1.22,3.49,2.48,28.2,3.59,4.21
Household Management,0.80,24.72,2.82,0.25,0.36,0.58,0.39,17.6,0.73,0.87
Shopping,2.06,18.13,5.32,0.61,1.16,0.08,0.74,37.1,1.93,2.18
Obtaining Services,0.12,21.87,0.37,0.02,0.03,0.05,0.05,2.3,0.09,0.15
Travel for Household Activity,1.92,24.75,6.79,0.47,0.87,0.02,0.92,40.5,1.83,2.01
Household Production,13.46,20.14,38.72,4.43,5.86,8.69,6.90,77.4,13.07,13.85
Household Children,4.39,18.05,11.31,,4.21,3.48,0.11,37.7,4.20,4.57
Household Adults,0.20,17.91,0.50,0.04,0.16,0.09,0.03,4.9,0.15,0.24
Non-Household Members,0.71,18.09,1.83,0.08,0.44,0.18,0.08,8.3,0.63,0.79
Travel for Household Members,0.78,24.75,2.77,0.03,0.53,0.01,0.24,18.9,0.73,0.83
Travel for Non-Household Members,0.36,24.75,1.26,0.04,0.15,0.00,0.14,7.1,0.29,0.42
Caring and Helping,6.43,19.24,17.68,0.19,5.50,3.77,0.60,45.6,6.26,6.60
Eating & Drinking,7.73,18.25,20.16,2.44,4.30,4.58,2.06,95.7,7.62,7.85
Personal Health Care,0.56,17.95,1.44,0.07,0.13,0.31,0.35,5.1,0.47,0.65
Grooming,3.90,18.17,10.14,0.73,,,,78.6,3.84,3.97
Sleeping,58.64,18.58,155.65,,,,,99.9,58.18,59.10
"Private, Personal, or N/A",1.83,20.56,5.36,0.47,0.50,0.78,0.73,21.2,1.72,1.94
Personal Time,72.67,18.57,192.75,3.70,4.93,5.67,3.14,100.0,72.23,73.10
Socializing,4.53,20.35,13.18,1.53,3.23,2.05,0.25,35.7,4.35,4.71
Passive Leisure,22.45,17.40,55.81,5.51,10.97,20.88,10.21,89.1,22.12,22.79
Active Leisure,2.34,17.40,5.80,0.51,0.83,0.42,0.90,18.6,2.15,2.52
Attendance Leisure,0.79,17.40,1.97,0.30,0.54,0.05,0.10,4.3,0.70,0.89
Religious Activities,0.70,23.41,2.33,0.29,0.47,0.15,0.15,6.5,0.63,0.76
Volunteering,0.74,23.41,2.49,0.27,0.37,0.11,0.12,4.9,0.67,0.82
Travel Related to Leisure,2.62,24.75,9.27,0.67,1.26,0.03,1.08,47.2,2.45,2.79
Leisure,34.18,18.61,90.86,9.09,17.67,23.69,12.82,96.4,33.76,34.60
Working at Job,37.49,34.64,185.51,0.96,0.88,4.28,8.15,65.2,36.90,38.09
Educational Activities,0.47,23.41,1.56,0.05,0.04,0.28,0.33,1.5,0.38,0.55
Commuting to Work or School,3.30,24.75,11.66,0.05,0.14,0.04,2.88,54.1,3.18,3.42
Work and Education,41.26,33.72,198.74,1.06,1.07,4.61,11.36,66.8,40.57,41.95
Total,168.00,22.45,538.75,18.47,35.03,46.43,34.81,,,
