time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.30,18.31,6.02,1.00,1.27,2.29,1.03,26.0,1.63,2.97
Food Cooking & Clean-up,3.23,18.40,8.49,2.05,1.78,3.22,1.43,48.3,2.62,3.84
"Pets, Home & Vehicles",5.03,20.06,14.41,2.54,2.03,4.35,2.97,35.0,3.15,6.91
Household Management,1.22,24.72,4.32,0.43,0.80,0.89,0.40,19.0,0.54,1.91
Shopping,2.58,18.13,6.69,1.11,1.54,0.09,0.94,40.2,1.96,3.20
Obtaining Services,0.31,21.87,0.96,0.12,0.11,0.11,0.17,4.1,0.07,0.55
Travel for Household Activity,3.16,24.75,11.19,0.85,1.13,0.01,1.89,42.4,1.10,5.23
Household Production,17.84,20.44,52.07,8.09,8.67,10.97,8.83,82.0,15.08,20.59
Household Children,5.38,18.05,13.88,,5.01,4.12,0.29,50.4,4.40,6.37
Household Adults,0.39,17.91,1.00,0.06,0.36,0.18,0.03,8.2,0.06,0.72
Non-Household Members,0.39,18.09,1.00,0.07,0.32,0.00,0.05,6.8,0.14,0.64
Travel for Household Members,1.46,24.75,5.16,0.15,1.09,0.02,0.35,31.1,1.04,1.88
Travel for Non-Household Members,0.29,24.75,1.02,0.07,0.15,0.00,0.12,6.0,0.11,0.46
Caring and Helping,7.91,19.53,22.06,0.35,6.94,4.33,0.85,56.3,6.52,9.30
Eating & Drinking,7.64,18.25,19.90,3.58,5.69,5.20,1.40,92.0,6.64,8.63
Personal Health Care,0.33,17.95,0.83,0.10,0.09,0.10,0.20,5.0,0.09,0.57
Grooming,4.06,18.17,10.54,1.61,,,,74.5,3.18,4.94
Sleeping,60.82,18.58,161.43,,,,,98.9,58.31,63.33
"Private, Personal, or N/A",2.11,20.56,6.20,0.46,0.47,0.64,0.82,23.1,1.38,2.85
Personal Time,74.95,18.58,198.90,5.75,6.24,5.94,2.42,100.0,71.92,77.98
Socializing,4.50,20.35,13.08,2.31,3.86,2.21,0.04,36.8,3.13,5.87
Passive Leisure,25.64,17.40,63.73,12.45,14.80,24.18,10.11,92.0,22.44,28.85
Active Leisure,2.09,17.40,5.18,0.98,1.10,0.86,0.75,17.3,0.59,3.58
Attendance Leisure,0.91,17.40,2.27,0.47,0.73,0.05,0.17,4.5,0.36,1.47
Religious Activities,1.15,23.41,3.83,0.61,0.86,0.27,0.20,8.4,0.30,1.99
Volunteering,0.70,23.41,2.34,0.20,0.26,0.29,0.31,5.4,0.29,1.11
Travel Related to Leisure,3.77,24.75,13.34,1.26,1.77,0.04,1.60,46.8,2.10,5.45
Leisure,38.76,18.74,103.79,18.28,23.38,27.91,13.18,98.5,35.57,41.95
Working at Job,24.21,18.29,63.26,1.72,1.15,2.93,6.29,56.4,20.91,27.51
Educational Activities,1.58,23.41,5.30,0.32,0.22,0.62,0.60,4.1,0.44,2.73
Commuting to Work or School,2.75,24.75,9.71,0.21,0.32,0.04,2.15,46.5,2.14,3.35
Work and Education,28.54,19.20,78.28,2.24,1.69,3.59,9.04,59.3,24.93,32.16
Total,168.00,18.96,455.10,34.72,46.93,52.74,34.32,,,
