time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,4.80,18.31,12.56,2.00,1.38,4.37,3.07,40.2,3.96,5.64
Food Cooking & Clean-up,3.68,18.40,9.68,2.05,1.71,3.56,1.77,52.4,3.18,4.19
"Pets, Home & Vehicles",1.06,20.06,3.04,0.41,0.25,0.81,0.45,16.6,0.78,1.34
Household Management,0.81,24.72,2.86,0.28,0.19,0.62,0.49,23.8,0.58,1.04
Shopping,2.78,18.13,7.19,0.67,1.21,0.08,1.00,39.9,2.24,3.31
Obtaining Services,0.05,21.87,0.16,0.01,0.02,0.01,0.03,1.6,0.02,0.08
Travel for Household Activity,1.97,24.75,6.96,0.40,0.75,0.02,0.90,43.7,1.65,2.28
Household Production,15.15,19.61,42.45,5.83,5.51,9.48,7.70,81.4,13.42,16.88
Household Children,3.83,18.05,9.87,,3.16,2.90,0.24,38.4,3.16,4.50
Household Adults,0.39,17.91,0.99,0.01,0.36,0.03,0.01,3.5,,1.69
Non-Household Members,0.51,18.09,1.31,0.10,0.24,0.07,0.10,12.4,0.34,0.67
Travel for Household Members,1.05,24.75,3.73,0.02,0.60,0.02,0.35,25.0,0.85,1.25
Travel for Non-Household Members,0.39,24.75,1.39,0.05,0.11,0.01,0.11,11.4,0.27,0.51
Caring and Helping,6.16,19.62,17.27,0.18,4.48,3.02,0.81,47.8,4.98,7.34
Eating & Drinking,6.49,18.25,16.92,1.97,3.28,3.94,1.53,93.3,5.92,7.05
Personal Health Care,0.70,17.95,1.78,0.09,0.05,0.36,0.56,7.0,0.32,1.07
Grooming,6.31,18.17,16.38,1.29,,,,88.3,5.95,6.66
Sleeping,64.26,18.58,170.56,,,,,100.0,62.68,65.83
"Private, Personal, or N/A",2.86,20.56,8.39,0.55,0.67,0.97,1.04,30.1,2.10,3.62
Personal Time,80.61,18.59,214.03,3.90,4.00,5.26,3.13,100.0,78.89,82.33
Socializing,5.71,20.35,16.61,1.21,2.77,2.39,0.66,41.7,4.72,6.71
Passive Leisure,19.39,17.40,48.19,5.68,6.41,16.35,8.98,83.5,16.56,22.21
Active Leisure,1.91,17.40,4.74,0.43,0.50,0.47,0.43,16.9,1.42,2.39
Attendance Leisure,1.37,17.40,3.42,0.25,0.74,0.08,0.07,5.8,0.72,2.03
Religious Activities,0.85,23.41,2.83,0.19,0.43,0.17,0.25,7.9,0.54,1.16
Volunteering,0.63,23.41,2.11,0.13,0.17,0.06,0.04,4.2,0.38,0.89
Travel Related to Leisure,2.81,24.75,9.92,0.51,1.02,0.03,0.86,52.2,2.30,3.31
Leisure,32.67,18.82,87.83,8.40,12.04,19.55,11.30,92.3,29.93,35.41
Working at Job,20.54,13.43,39.41,0.40,0.42,1.07,1.83,48.7,18.14,22.95
Educational Activities,10.38,23.41,34.70,0.47,0.43,3.29,4.33,27.5,8.15,12.60
Commuting to Work or School,2.49,24.75,8.79,0.08,0.29,0.03,1.80,58.1,2.03,2.94
Work and Education,33.41,17.37,82.89,0.94,1.13,4.38,7.96,69.2,30.05,36.77
Total,168.00,18.52,444.47,19.25,27.16,41.69,30.90,,,
