time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,10.44,18.31,27.31,0.00,2.09,10.29,8.18,67.0,9.46,11.41
Food Cooking & Clean-up,9.05,18.40,23.79,0.00,2.94,8.90,5.98,81.9,8.41,9.69
"Pets, Home & Vehicles",4.92,20.06,14.09,0.00,1.40,4.28,3.39,40.9,4.21,5.63
Household Management,1.60,24.72,5.65,0.00,0.62,1.34,0.94,27.3,1.26,1.94
Shopping,4.14,18.13,10.73,0.01,2.10,0.10,1.67,47.2,3.65,4.64
Obtaining Services,0.35,21.87,1.09,0.00,0.10,0.17,0.15,6.6,0.21,0.49
Travel for Household Activity,2.64,24.75,9.32,0.00,1.46,0.01,1.03,50.0,2.25,3.02
Household Production,33.14,19.43,91.98,0.01,10.71,25.09,21.33,96.5,31.74,34.53
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.70,17.91,1.80,0.00,0.55,0.50,0.07,11.6,0.41,1.00
Non-Household Members,3.01,18.09,7.77,0.00,2.42,1.45,0.38,19.8,2.24,3.77
Travel for Household Members,0.23,24.75,0.80,0.00,0.15,0.00,0.06,5.0,0.13,0.32
Travel for Non-Household Members,0.62,24.75,2.18,0.00,0.34,0.00,0.18,12.9,0.45,0.78
Caring and Helping,4.55,19.29,12.55,0.00,3.47,1.95,0.70,28.6,3.66,5.44
Eating & Drinking,8.12,18.25,21.17,0.00,5.95,6.10,1.81,96.5,7.70,8.54
Personal Health Care,1.40,17.95,3.59,0.00,0.31,0.61,0.78,12.9,0.91,1.90
Grooming,5.09,18.17,13.21,0.00,,,,78.0,4.75,5.42
Sleeping,62.77,18.58,166.61,,,,,99.8,61.64,63.90
"Private, Personal, or N/A",2.23,20.56,6.55,0.00,0.55,0.77,0.85,26.8,1.82,2.64
Personal Time,79.61,18.56,211.14,0.00,6.81,7.48,3.43,100.0,78.33,80.90
Socializing,7.59,20.35,22.07,0.00,5.18,4.53,1.16,53.9,6.77,8.41
Passive Leisure,29.73,17.40,73.90,0.00,15.49,28.78,13.99,94.8,28.37,31.10
Active Leisure,2.33,17.40,5.79,0.00,0.76,0.72,1.08,20.8,1.79,2.87
Attendance Leisure,0.83,17.40,2.07,0.00,0.50,0.20,0.18,4.8,0.46,1.21
Religious Activities,1.28,23.41,4.28,0.00,0.62,0.41,0.50,13.1,1.01,1.55
Volunteering,1.43,23.41,4.79,0.00,0.25,0.63,0.50,8.4,0.95,1.92
Travel Related to Leisure,2.65,24.75,9.38,0.00,1.73,0.04,0.72,46.1,2.25,3.05
Leisure,45.85,18.67,122.28,0.00,24.54,35.32,18.13,99.0,44.36,47.34
Working at Job,4.08,18.73,10.91,0.00,0.29,0.98,0.98,10.0,2.91,5.25
Educational Activities,0.32,23.41,1.06,0.00,0.06,0.31,0.25,1.2,0.09,0.55
Commuting to Work or School,0.45,24.75,1.59,0.00,0.11,0.00,0.32,8.6,0.30,0.60
Work and Education,4.85,19.60,13.57,0.00,0.46,1.29,1.55,12.6,3.61,6.08
Total,168.00,18.81,451.51,0.01,45.99,71.13,45.15,,,
