time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.50,18.31,14.38,0.01,1.87,5.45,3.37,44.5,3.51,7.48
Food Cooking & Clean-up,6.58,18.40,17.29,0.03,3.37,6.55,3.15,74.1,5.48,7.67
"Pets, Home & Vehicles",1.90,20.06,5.45,0.00,0.76,1.69,1.14,25.1,1.22,2.58
Household Management,1.04,24.72,3.69,0.00,0.69,0.76,0.30,23.7,0.65,1.44
Shopping,3.99,18.13,10.34,0.00,2.50,0.23,1.23,52.9,2.88,5.10
Obtaining Services,0.06,21.87,0.18,0.00,0.03,0.00,0.01,2.0,,0.13
Travel for Household Activity,2.65,24.75,9.38,0.00,1.45,0.02,1.08,53.3,2.18,3.12
Household Production,21.72,19.56,60.71,0.04,10.66,14.70,10.27,90.2,17.82,25.63
Household Children,2.05,18.05,5.29,,1.75,1.00,0.23,33.3,1.41,2.69
Household Adults,0.26,17.91,0.66,0.00,0.23,0.09,0.03,7.2,0.04,0.48
Non-Household Members,1.35,18.09,3.48,0.00,1.22,0.53,0.11,10.7,,2.79
Travel for Household Members,1.04,24.75,3.69,0.00,0.70,0.00,0.32,25.6,0.74,1.35
Travel for Non-Household Members,0.38,24.75,1.34,0.00,0.21,0.00,0.13,8.9,0.15,0.61
Caring and Helping,5.08,19.93,14.46,0.00,4.12,1.62,0.83,45.7,3.28,6.88
Eating & Drinking,6.86,18.25,17.89,0.01,4.74,4.53,1.20,95.1,6.33,7.39
Personal Health Care,0.81,17.95,2.07,0.00,0.23,0.12,0.33,7.4,,1.96
Grooming,6.02,18.17,15.63,0.01,,,,88.9,5.40,6.64
Sleeping,57.80,18.58,153.42,,,,,100.0,56.47,59.14
"Private, Personal, or N/A",1.55,20.56,4.56,0.00,0.98,0.69,0.37,20.9,0.81,2.29
Personal Time,73.04,18.55,193.57,0.02,5.95,5.35,1.91,100.0,70.69,75.40
Socializing,4.88,20.35,14.20,0.01,3.79,2.42,0.38,47.6,3.79,5.98
Passive Leisure,18.31,17.40,45.51,0.02,12.23,17.65,5.85,90.5,16.00,20.62
Active Leisure,1.46,17.40,3.62,0.00,0.70,0.38,0.61,18.3,0.88,2.03
Attendance Leisure,0.68,17.40,1.69,0.00,0.54,0.04,0.03,4.2,0.26,1.11
Religious Activities,1.10,23.41,3.67,0.00,0.76,0.19,0.27,8.4,0.50,1.70
Volunteering,0.84,23.41,2.79,0.00,0.64,0.04,0.03,4.5,0.21,1.47
Travel Related to Leisure,1.95,24.75,6.90,0.00,1.30,0.02,0.54,41.3,1.45,2.45
Leisure,29.22,18.78,78.40,0.03,19.96,20.75,7.71,97.7,26.14,32.30
Working at Job,36.32,26.93,139.71,0.00,1.57,5.72,6.80,66.2,32.24,40.39
Educational Activities,0.29,23.41,0.98,0.00,0.17,0.17,0.03,0.9,,0.71
Commuting to Work or School,2.32,24.75,8.21,0.00,0.18,0.02,2.11,48.4,1.73,2.92
Work and Education,38.93,26.77,148.90,0.00,1.92,5.92,8.94,67.7,34.85,43.01
Total,168.00,20.67,496.04,0.09,42.62,48.35,29.66,,,
