time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,8.57,18.31,22.43,5.06,3.29,8.26,5.07,53.9,6.58,10.56
Food Cooking & Clean-up,8.50,18.40,22.33,4.75,3.92,8.09,4.22,80.0,6.74,10.26
"Pets, Home & Vehicles",1.47,20.06,4.21,1.02,0.84,1.24,0.47,17.1,0.65,2.29
Household Management,0.94,24.72,3.33,0.26,0.22,0.52,0.52,23.6,0.52,1.36
Shopping,3.11,18.13,8.07,1.17,1.69,0.03,1.04,47.2,2.32,3.91
Obtaining Services,0.09,21.87,0.29,0.02,0.02,0.09,0.04,1.5,0.01,0.18
Travel for Household Activity,3.86,24.75,13.65,1.85,2.59,0.02,1.03,54.2,1.81,5.91
Household Production,26.55,19.59,74.31,14.14,12.56,18.25,12.40,94.2,23.50,29.60
Household Children,8.63,18.05,22.27,,7.17,7.22,0.34,63.8,7.17,10.10
Household Adults,0.50,17.91,1.28,0.22,0.47,0.23,0.01,7.0,,1.01
Non-Household Members,1.28,18.09,3.30,0.53,0.87,0.32,0.08,9.7,0.30,2.26
Travel for Household Members,1.51,24.75,5.34,0.04,1.03,0.01,0.38,31.6,0.88,2.14
Travel for Non-Household Members,0.33,24.75,1.16,0.18,0.29,0.00,0.02,5.6,0.02,0.64
Caring and Helping,12.25,19.06,33.35,0.97,9.83,7.78,0.84,72.1,10.29,14.21
Eating & Drinking,6.10,18.25,15.90,3.54,4.29,4.48,0.95,92.5,5.54,6.66
Personal Health Care,1.83,17.95,4.69,0.52,0.71,1.11,0.79,12.5,0.73,2.93
Grooming,4.63,18.17,12.03,1.81,,,,72.9,3.84,5.43
Sleeping,67.82,18.58,180.01,,,,,100.0,65.02,70.62
"Private, Personal, or N/A",3.21,20.56,9.44,1.37,1.07,1.43,1.22,34.4,1.95,4.48
Personal Time,83.60,18.60,222.07,7.24,6.08,7.02,2.95,100.0,79.88,87.32
Socializing,5.63,20.35,16.36,2.80,3.93,2.69,0.60,36.3,3.82,7.43
Passive Leisure,25.40,17.40,63.12,12.57,12.06,24.08,11.31,89.9,22.40,28.40
Active Leisure,1.00,17.40,2.48,0.48,0.45,0.39,0.23,11.1,0.57,1.42
Attendance Leisure,0.71,17.40,1.77,0.26,0.29,0.03,0.05,3.1,0.10,1.33
Religious Activities,1.32,23.41,4.41,0.56,0.97,0.31,0.23,12.2,0.69,1.95
Volunteering,1.12,23.41,3.76,0.63,0.40,0.11,0.20,8.3,0.60,1.65
Travel Related to Leisure,2.03,24.75,7.17,0.87,1.27,0.02,0.44,40.1,1.37,2.69
Leisure,37.21,18.64,99.07,18.16,19.36,27.64,13.06,96.2,33.56,40.85
Working at Job,5.71,17.13,13.97,0.24,0.33,0.60,0.49,13.2,2.93,8.49
Educational Activities,1.87,23.41,6.27,0.25,0.13,0.58,0.73,5.7,0.47,3.28
Commuting to Work or School,0.81,24.75,2.88,0.02,0.11,0.02,0.60,17.7,0.46,1.17
Work and Education,8.40,19.27,23.12,0.52,0.56,1.20,1.81,20.9,4.92,11.87
Total,168.00,18.83,451.91,41.04,48.39,61.89,31.06,,,
