time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.59,18.31,17.23,0.00,0.34,6.38,6.11,56.4,6.00,7.17
Food Cooking & Clean-up,4.68,18.40,12.29,0.00,0.54,4.45,3.87,72.3,4.30,5.05
"Pets, Home & Vehicles",4.10,20.06,11.76,0.00,0.22,3.53,3.63,42.1,3.65,4.55
Household Management,2.06,24.72,7.27,0.00,0.10,1.71,1.77,35.3,1.80,2.32
Shopping,2.97,18.13,7.69,0.00,0.47,0.11,2.09,43.3,2.64,3.30
Obtaining Services,0.17,21.87,0.55,0.00,0.01,0.10,0.09,4.3,0.12,0.23
Travel for Household Activity,2.29,24.75,8.10,0.00,0.30,0.03,1.79,49.1,2.06,2.53
Household Production,22.86,19.87,64.89,0.00,1.99,16.32,19.36,94.2,21.93,23.79
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.24,17.91,0.61,0.00,0.20,0.22,0.01,2.8,0.09,0.39
Non-Household Members,2.11,18.09,5.45,0.00,1.49,0.73,0.18,19.1,1.71,2.51
Travel for Household Members,0.04,24.75,0.14,0.00,0.01,0.00,0.02,1.1,0.01,0.07
Travel for Non-Household Members,0.66,24.75,2.33,0.00,0.19,0.01,0.34,15.2,0.51,0.81
Caring and Helping,3.04,19.60,8.52,0.00,1.88,0.95,0.55,21.2,2.57,3.51
Eating & Drinking,7.54,18.25,19.66,0.00,1.36,5.05,4.42,95.8,7.12,7.97
Personal Health Care,0.96,17.95,2.45,0.00,0.04,0.39,0.71,17.0,0.72,1.19
Grooming,5.74,18.17,14.91,0.00,,,,84.1,5.49,6.00
Sleeping,60.21,18.58,159.82,,,,,99.9,58.90,61.53
"Private, Personal, or N/A",2.37,20.56,6.95,0.00,0.21,0.94,1.20,31.0,2.09,2.64
Personal Time,76.82,18.57,203.79,0.00,1.61,6.38,6.33,100.0,75.81,77.83
Socializing,5.30,20.35,15.40,0.00,2.22,2.51,1.21,47.4,4.73,5.86
Passive Leisure,31.73,17.40,78.86,0.00,2.44,30.10,27.02,95.6,29.87,33.59
Active Leisure,1.52,17.40,3.79,0.00,0.13,0.47,0.95,17.7,1.30,1.75
Attendance Leisure,0.73,17.40,1.82,0.00,0.18,0.04,0.15,4.4,0.54,0.92
Religious Activities,1.50,23.41,5.02,0.00,0.18,0.52,0.84,13.9,1.24,1.77
Volunteering,1.40,23.41,4.69,0.00,0.11,0.58,0.65,8.5,1.13,1.68
Travel Related to Leisure,2.42,24.75,8.55,0.00,0.45,0.03,1.47,48.1,2.06,2.78
Leisure,44.61,18.54,118.13,0.00,5.71,34.25,32.30,98.6,42.97,46.24
Working at Job,18.90,17.04,46.01,0.00,0.28,3.08,4.56,49.7,17.11,20.69
Educational Activities,0.13,23.41,0.45,0.00,0.00,0.07,0.08,0.5,0.02,0.25
Commuting to Work or School,1.64,24.75,5.78,0.00,0.07,0.03,1.48,38.4,1.35,1.92
Work and Education,20.67,17.69,52.24,0.00,0.35,3.17,6.12,50.9,18.62,22.72
Total,168.00,18.65,447.58,0.00,11.53,61.08,64.67,,,
