time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,2.82,18.31,7.38,0.00,0.58,2.71,2.21,28.5,2.08,3.56
Food Cooking & Clean-up,3.64,18.40,9.57,0.00,1.55,3.47,1.99,55.0,2.88,4.41
"Pets, Home & Vehicles",11.14,20.06,31.93,0.00,1.16,10.40,9.91,59.3,9.09,13.19
Household Management,2.27,24.72,8.00,0.00,0.36,1.94,1.77,27.7,0.55,3.98
Shopping,3.16,18.13,8.19,0.00,1.44,0.13,1.57,42.1,2.32,4.00
Obtaining Services,0.82,21.87,2.55,0.00,0.08,0.64,0.51,5.2,,1.65
Travel for Household Activity,2.77,24.75,9.80,0.00,1.41,0.01,1.33,47.5,2.00,3.55
Household Production,26.62,20.36,77.42,0.00,6.58,19.31,19.28,88.5,23.30,29.94
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.28,17.91,0.71,0.00,0.21,0.20,0.06,6.7,0.06,0.50
Non-Household Members,1.92,18.09,4.97,0.00,1.16,0.79,0.36,15.1,1.14,2.71
Travel for Household Members,0.30,24.75,1.05,0.00,0.22,0.00,0.08,4.6,0.01,0.59
Travel for Non-Household Members,0.53,24.75,1.86,0.00,0.26,0.00,0.22,11.4,0.27,0.78
Caring and Helping,3.02,19.89,8.59,0.00,1.85,0.99,0.73,20.4,2.02,4.03
Eating & Drinking,8.64,18.25,22.54,0.00,5.57,6.57,2.49,96.3,7.86,9.43
Personal Health Care,1.15,17.95,2.94,0.00,0.33,0.61,0.77,11.9,0.40,1.89
Grooming,3.49,18.17,9.05,0.00,,,,65.2,2.81,4.16
Sleeping,60.24,18.58,159.89,,,,,100.0,58.42,62.06
"Private, Personal, or N/A",2.26,20.56,6.63,0.00,0.55,1.14,1.00,23.1,1.45,3.06
Personal Time,75.78,18.57,201.05,0.00,6.45,8.32,4.27,100.0,73.55,78.01
Socializing,6.28,20.35,18.27,0.00,4.96,3.05,0.40,44.9,4.95,7.62
Passive Leisure,39.77,17.40,98.85,0.00,19.19,38.93,20.17,96.2,36.58,42.96
Active Leisure,4.23,17.40,10.52,0.00,0.73,0.84,2.51,26.5,2.84,5.63
Attendance Leisure,0.78,17.40,1.93,0.00,0.57,0.00,0.06,4.2,0.33,1.22
Religious Activities,1.02,23.41,3.42,0.00,0.42,0.24,0.26,8.3,0.35,1.70
Volunteering,1.96,23.41,6.55,0.00,0.52,0.14,0.34,9.8,1.10,2.82
Travel Related to Leisure,3.10,24.75,10.97,0.00,1.56,0.03,1.47,52.6,2.24,3.96
Leisure,57.15,18.44,150.50,0.00,27.95,43.23,25.22,98.9,54.18,60.11
Working at Job,4.82,33.75,23.22,0.00,0.21,1.08,0.41,11.4,2.35,7.28
Educational Activities,0.16,23.41,0.54,0.00,0.01,0.01,0.16,0.6,,0.48
Commuting to Work or School,0.45,24.75,1.60,0.00,0.06,0.00,0.39,8.9,0.24,0.66
Work and Education,5.43,32.69,25.36,0.00,0.27,1.09,0.95,12.7,2.79,8.07
Total,168.00,19.29,462.93,0.00,43.11,72.95,50.45,,,
