time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,3.70,18.31,9.67,1.66,2.01,3.57,1.66,29.4,2.49,4.91
Food Cooking & Clean-up,3.54,18.40,9.30,1.90,2.22,3.44,1.28,51.3,3.07,4.00
"Pets, Home & Vehicles",6.09,20.06,17.44,1.82,1.62,5.40,3.77,32.7,5.10,7.08
Household Management,0.83,24.72,2.91,0.40,0.49,0.59,0.28,15.9,0.49,1.17
Shopping,3.38,18.13,8.76,1.15,2.55,0.07,0.73,41.0,2.12,4.64
Obtaining Services,0.17,21.87,0.53,0.00,0.02,0.02,0.11,1.9,,0.34
Travel for Household Activity,2.09,24.75,7.40,0.70,1.20,0.06,0.79,45.6,1.72,2.46
Household Production,19.79,19.81,56.01,7.63,10.11,13.16,8.59,81.4,17.85,21.72
Household Children,7.72,18.05,19.91,,7.37,6.40,0.22,54.0,6.47,8.96
Household Adults,0.28,17.91,0.73,0.06,0.20,0.14,0.08,8.4,0.13,0.44
Non-Household Members,1.13,18.09,2.91,0.11,0.77,0.25,0.17,9.2,0.42,1.83
Travel for Household Members,1.22,24.75,4.32,0.08,0.90,0.02,0.30,28.5,1.02,1.43
Travel for Non-Household Members,0.35,24.75,1.22,0.09,0.20,0.00,0.11,7.3,0.17,0.52
Caring and Helping,10.70,19.04,29.09,0.35,9.45,6.81,0.88,61.6,9.13,12.27
Eating & Drinking,7.20,18.25,18.77,3.26,5.15,5.16,1.32,94.0,6.70,7.71
Personal Health Care,0.27,17.95,0.70,0.02,0.11,0.03,0.12,4.3,0.12,0.43
Grooming,3.27,18.17,8.49,0.90,,,,66.2,2.94,3.60
Sleeping,59.56,18.58,158.09,,,,,100.0,58.40,60.73
"Private, Personal, or N/A",4.75,20.56,13.96,1.71,1.46,3.12,2.64,32.0,3.74,5.77
Personal Time,75.06,18.65,200.02,5.89,6.73,8.31,4.08,100.0,73.45,76.67
Socializing,6.45,20.35,18.74,2.79,5.46,2.72,0.22,38.5,5.00,7.89
Passive Leisure,27.89,17.40,69.31,11.68,18.25,26.50,8.92,91.1,26.06,29.71
Active Leisure,2.42,17.40,6.02,0.72,0.98,0.42,0.75,16.1,1.76,3.08
Attendance Leisure,0.86,17.40,2.13,0.39,0.62,0.12,0.14,5.0,0.55,1.17
Religious Activities,0.85,23.41,2.83,0.43,0.62,0.18,0.12,6.7,0.63,1.06
Volunteering,1.02,23.41,3.41,0.32,0.40,0.15,0.27,5.2,0.52,1.52
Travel Related to Leisure,2.50,24.75,8.82,0.90,1.52,0.03,0.79,44.7,2.04,2.95
Leisure,41.97,18.56,111.26,17.21,27.85,30.12,11.22,97.0,39.34,44.60
Working at Job,17.91,23.78,60.84,0.23,1.00,2.26,3.16,34.0,14.45,21.37
Educational Activities,0.50,23.41,1.68,0.17,0.08,0.29,0.31,2.0,0.14,0.86
Commuting to Work or School,2.07,24.75,7.32,0.03,0.20,0.02,1.66,32.0,1.66,2.47
Work and Education,20.48,23.87,69.84,0.43,1.28,2.57,5.13,39.2,17.16,23.81
Total,168.00,19.43,466.21,31.51,55.41,60.97,29.90,,,
