time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,6.71,18.31,17.55,0.80,1.76,6.56,4.82,52.8,6.50,6.91
Food Cooking & Clean-up,5.99,18.40,15.75,1.01,2.35,5.85,3.51,72.0,5.86,6.13
"Pets, Home & Vehicles",2.71,20.06,7.76,0.22,0.89,2.29,1.74,33.0,2.59,2.83
Household Management,1.45,24.72,5.11,0.13,0.52,1.17,0.86,28.5,1.36,1.53
Shopping,3.23,18.13,8.36,0.27,1.53,0.11,1.45,45.7,3.10,3.35
Obtaining Services,0.19,21.87,0.59,0.01,0.05,0.09,0.09,4.0,0.16,0.22
Travel for Household Activity,2.35,24.75,8.32,0.18,1.08,0.02,1.15,49.0,2.25,2.46
Household Production,22.63,19.63,63.44,2.63,8.19,16.08,13.62,92.0,22.27,22.98
Household Children,2.19,18.05,5.65,,1.99,1.58,0.13,21.7,2.08,2.30
Household Adults,0.39,17.91,0.99,0.03,0.31,0.27,0.04,7.5,0.33,0.45
Non-Household Members,1.38,18.09,3.55,0.05,1.13,0.57,0.11,14.3,1.21,1.54
Travel for Household Members,0.75,24.75,2.64,0.01,0.49,0.01,0.24,15.6,0.69,0.81
Travel for Non-Household Members,0.47,24.75,1.67,0.02,0.24,0.00,0.17,10.9,0.44,0.51
Caring and Helping,5.17,19.63,14.50,0.12,4.17,2.44,0.70,37.9,4.88,5.46
Eating & Drinking,7.24,18.25,18.87,0.81,4.36,4.56,1.83,95.3,7.13,7.35
Personal Health Care,1.44,17.95,3.69,0.06,0.32,0.76,0.86,13.4,1.31,1.57
Grooming,5.56,18.17,14.43,0.35,,,,83.8,5.44,5.68
Sleeping,59.78,18.58,158.67,,,,,99.9,59.21,60.35
"Private, Personal, or N/A",2.11,20.56,6.21,0.21,0.59,0.85,0.85,27.2,2.01,2.22
Personal Time,76.13,18.56,201.88,1.43,5.27,6.17,3.55,100.0,75.67,76.60
Socializing,5.47,20.35,15.90,0.59,3.82,2.67,0.64,45.8,5.27,5.67
Passive Leisure,22.58,17.40,56.11,1.83,10.47,21.44,11.27,90.0,21.94,23.21
Active Leisure,1.59,17.40,3.94,0.18,0.60,0.44,0.66,17.3,1.45,1.73
Attendance Leisure,0.83,17.40,2.06,0.12,0.60,0.06,0.08,4.6,0.73,0.93
Religious Activities,1.11,23.41,3.71,0.12,0.58,0.32,0.36,10.2,0.99,1.23
Volunteering,1.11,23.41,3.70,0.11,0.35,0.35,0.31,7.4,1.01,1.20
Travel Related to Leisure,2.56,24.75,9.06,0.24,1.50,0.02,0.83,46.3,2.41,2.71
Leisure,35.24,18.77,94.48,3.18,17.91,25.30,14.15,97.4,34.80,35.68
Working at Job,26.29,27.69,104.01,0.39,0.66,3.71,4.89,50.7,25.74,26.84
Educational Activities,0.52,23.41,1.73,0.03,0.05,0.38,0.40,1.8,0.38,0.66
Commuting to Work or School,2.02,24.75,7.15,0.02,0.17,0.02,1.75,41.1,1.86,2.18
Work and Education,28.83,27.41,112.89,0.44,0.88,4.12,7.04,52.4,28.24,29.42
Total,168.00,20.30,487.19,7.80,36.42,54.11,39.04,,,
