time_use_category,weekly_hours,hourly_value,dollar_value_of_a_day,secondary_child_care,with_family,at_home,alone,participation_rate,weekly_hrs_ci_lower,weekly_hrs_ci_upper
Inside Housework,5.70,18.31,14.90,0.01,1.62,5.59,4.02,48.4,5.27,6.12
Food Cooking & Clean-up,4.77,18.40,12.53,0.00,1.89,4.66,2.82,69.8,4.53,5.00
"Pets, Home & Vehicles",3.05,20.06,8.74,0.00,1.40,2.58,1.63,36.4,2.74,3.36
Household Management,1.31,24.72,4.62,0.00,0.55,1.05,0.74,28.5,1.10,1.52
Shopping,3.14,18.13,8.12,0.00,1.54,0.13,1.39,45.1,2.92,3.35
Obtaining Services,0.11,21.87,0.35,0.00,0.03,0.04,0.06,2.9,0.07,0.15
Travel for Household Activity,2.39,24.75,8.46,0.00,1.14,0.02,1.18,49.1,2.20,2.58
Household Production,20.46,19.75,57.73,0.01,8.16,14.05,11.83,93.3,19.75,21.18
Household Children,0.00,18.05,0.00,,0.00,0.00,0.00,0.0,,
Household Adults,0.33,17.91,0.84,0.00,0.25,0.17,0.07,8.2,0.22,0.44
Non-Household Members,1.34,18.09,3.46,0.00,1.14,0.52,0.11,13.1,1.07,1.61
Travel for Household Members,0.19,24.75,0.67,0.00,0.13,0.00,0.06,3.9,0.13,0.25
Travel for Non-Household Members,0.46,24.75,1.64,0.00,0.23,0.00,0.18,9.6,0.37,0.56
Caring and Helping,2.32,19.93,6.61,0.00,1.75,0.69,0.42,20.0,2.00,2.64
Eating & Drinking,7.64,18.25,19.92,0.00,4.88,4.18,1.62,96.0,7.37,7.91
Personal Health Care,0.99,17.95,2.54,0.00,0.26,0.37,0.49,11.1,0.78,1.21
Grooming,5.98,18.17,15.53,0.00,,,,87.7,5.77,6.19
Sleeping,57.94,18.58,153.78,,,,,100.0,57.25,58.62
"Private, Personal, or N/A",1.65,20.56,4.83,0.00,0.51,0.51,0.62,23.9,1.38,1.91
Personal Time,74.20,18.55,196.60,0.00,5.66,5.07,2.73,100.0,73.49,74.90
Socializing,4.84,20.35,14.08,0.00,3.83,2.30,0.43,45.1,4.44,5.24
Passive Leisure,19.28,17.40,47.92,0.01,11.51,18.24,7.45,89.6,18.48,20.08
Active Leisure,1.61,17.40,4.01,0.00,0.70,0.41,0.58,19.0,1.40,1.83
Attendance Leisure,0.79,17.40,1.97,0.00,0.67,0.04,0.05,4.4,0.61,0.98
Religious Activities,0.94,23.41,3.15,0.00,0.55,0.19,0.23,8.9,0.79,1.09
Volunteering,0.90,23.41,3.01,0.00,0.34,0.30,0.23,6.5,0.68,1.12
Travel Related to Leisure,2.64,24.75,9.34,0.00,1.72,0.02,0.74,48.8,2.39,2.89
Leisure,31.01,18.84,83.46,0.01,19.32,21.50,9.70,97.4,30.08,31.93
Working at Job,36.95,30.17,159.23,0.00,0.97,4.31,5.89,67.1,35.71,38.19
Educational Activities,0.35,23.41,1.16,0.00,0.07,0.22,0.22,1.3,0.20,0.49
Commuting to Work or School,2.72,24.75,9.60,0.00,0.28,0.04,2.35,55.8,2.52,2.91
Work and Education,40.01,29.74,169.98,0.00,1.32,4.57,8.46,67.8,38.66,41.36
Total,168.00,21.43,514.39,0.02,36.21,45.88,33.14,,,
